depth	Ca	NH4	CH2O	H2O2	density	accumulation
73.888	22.91	1.93				22.91
73.89	20.6	1.63				20.6
73.892	18.6	1.4				18.6
73.894	16.96	1.21				16.96
73.896	15.61	1.03				15.61
73.898	14.5	0.92				14.5
73.9	13.29	0.84				13.29
73.902	12.19	0.76				12.19
73.904	11.65	0.69				11.65
73.906	11.87	0.64				11.87
73.908	11.21	0.58				11.21
73.91	10.39	0.56				10.39
73.912	9.65	0.52				9.65
73.914	9.61	0.49				9.61
73.916	9.39	0.48				9.39
73.918	9.19	0.51				9.19
73.92	8.87	0.52				8.87
73.922	7.94	0.57				7.94
73.924	7.52	0.63				7.52
73.926	6.9	0.7				6.9
73.928	6.48	0.76				6.48
73.93	6.04	0.81				6.04
73.932	5.88	0.82				5.88
73.934	5.31	0.81				5.31
73.936	4.67	0.8				4.67
73.938	4.51	0.79				4.51
73.94	5.02	0.74				5.02
73.942	5.4	0.71				5.4
73.944	4.8	0.69				4.8
73.946	4.43	0.69				4.43
73.948	4.26	0.68				4.26
73.95	4.18	0.65				4.18
73.952	3.91	0.65				3.91
73.954	4.21	0.65				4.21
73.956	4.6	0.65				4.6
73.958	4.23	0.64				4.23
73.96	4.18	0.65				4.18
73.962	4.06	0.68				4.06
73.964	4.34	0.71				4.34
73.966	4.37	0.76				4.37
73.968		0.82				
73.97		0.9				
73.972		0.98				
73.974		1.06				
73.976		1.14				
73.978		1.25				
73.98		1.39				
73.982		1.58				
73.984						
73.986						
73.988						
73.99						
73.992						
73.994						
73.996						
73.998						
74						
74.002						
74.004						
74.006						
74.008		12.12				
74.01		10.46				
74.012	7.44	9.13				7.44
74.014	8.09	8.11				8.09
74.016	9.26	7.49				9.26
74.018	10.87	7.1				10.87
74.02	13.18	6.92				13.18
74.022	14.69	6.72				14.69
74.024	15.21	6.51				15.21
74.026	13.32	6.24				13.32
74.028	14.35	5.9				14.35
74.03	15.91	5.6				15.91
74.032	16.58	5.24				16.58
74.034	17.54	4.96				17.54
74.036	19.14	4.73				19.14
74.038	21.03	4.56				21.03
74.04	22.47	4.34				22.47
74.042	23.31	4.08				23.31
74.044	24.06	3.76				24.06
74.046	23.74	3.42				23.74
74.048	23.24	3.08				23.24
74.05	21.94	2.75				21.94
74.052	20.25	2.41				20.25
74.054	19.38	2.12				19.38
74.056	18.43	1.88				18.43
74.058	17.13	1.7				17.13
74.06	16.19	1.59				16.19
74.062	15.71	1.53				15.71
74.064	15.11	1.47				15.11
74.066	14.94	1.45				14.94
74.068	14.8	1.41				14.8
74.07	14.79	1.39				14.79
74.072	14.88	1.38				14.88
74.074	14.86	1.35				14.86
74.076	14.69	1.31				14.69
74.078	14.3	1.24				14.3
74.08	14.08	1.15				14.08
74.082	13.58	1.09				13.58
74.084	13.05	1.03				13.05
74.086	12.11	1.01				12.11
74.088	11.6	0.98				11.6
74.09	11.37	0.98				11.37
74.092	10.44	0.97				10.44
74.094	10.33	0.93				10.33
74.096	9.77	0.92				9.77
74.098	9.64	0.93				9.64
74.1	9.54	0.92				9.54
74.102	9.64	0.93				9.64
74.104	9.6	0.94				9.6
74.106	9.65	0.96				9.65
74.108	9.77	0.99				9.77
74.11	10.28	1.03				10.28
74.112	9.91	1.06				9.91
74.114	9.76	1.05				9.76
74.116	9.5	1.01				9.5
74.118	8.88	0.94				8.88
74.12	7.96	0.9				7.96
74.122	7.4	0.85				7.4
74.124	6.6	0.76				6.6
74.126	5.98	0.69				5.98
74.128	5.56	0.62				5.56
74.13	5.28	0.56				5.28
74.132	4.91	0.56				4.91
74.134	4.81	0.57				4.81
74.136	4.95	0.62				4.95
74.138	4.78	0.67				4.78
74.14	4.87	0.71				4.87
74.142	4.92	0.73				4.92
74.144	5.03	0.76				5.03
74.146	5.6	0.76				5.6
74.148	5.44	0.79				5.44
74.15	5.64	0.86				5.64
74.152	5.4	0.9				5.4
74.154	5.38	0.93				5.38
74.156	5.21	0.97				5.21
74.158	4.57	0.98				4.57
74.16	4.01	0.99				4.01
74.162	3.55	1.01				3.55
74.164	3.18	1.09				3.18
74.166	2.02	1.21				2.02
74.168	1.67	1.3				1.67
74.17	1.25	1.42				1.25
74.172	1.08	1.51				1.08
74.174	1.04	1.72				1.04
74.176	1.33	2.09				1.33
74.178	1.87	2.62				1.87
74.18	3.32	3.31				3.32
74.182	3.34	4.02				3.34
74.184	4.33	4.69				4.33
74.186	6.19	5.33				6.19
74.188	7.75	6.01				7.75
74.19	10.03	6.75				10.03
74.192	12.21	7.55				12.21
74.194	13.6	8.18				13.6
74.196	16.02	8.4				16.02
74.198	16.95	8.16				16.95
74.2	17.86	7.53				17.86
74.202	17.97	6.72				17.97
74.204	17.67	5.76				17.67
74.206	17.69	4.92				17.69
74.208	16.57	4.2				16.57
74.21	15.69	3.62				15.69
74.212	14.44	3.1				14.44
74.214	13.16	2.66				13.16
74.216	12.48	2.29				12.48
74.218	11.99	2.01				11.99
74.22	11.38	1.77				11.38
74.222	10.5	1.56				10.5
74.224	10.42	1.39				10.42
74.226	9.96	1.28				9.96
74.228	9.61	1.2				9.61
74.23	9.45	1.14				9.45
74.232	9.25	1.1				9.25
74.234	9.07	1.03				9.07
74.236	8.81	1.01				8.81
74.238	9.14	0.98				9.14
74.24	8.73	0.95				8.73
74.242	8.92	0.94				8.92
74.244	8.81	0.92				8.81
74.246	8.37	0.91				8.37
74.248	7.91	0.91				7.91
74.25	7.96	0.87				7.96
74.252	7.44	0.84				7.44
74.254	7.06	0.8				7.06
74.256	6.48	0.78				6.48
74.258	6.08	0.78				6.08
74.26	5.84	0.79				5.84
74.262	5.53	0.82				5.53
74.264	5.7	0.92				5.7
74.266	5.97	1.04				5.97
74.268	6.4	1.21				6.4
74.27	6.73	1.39				6.73
74.272	6.92	1.54				6.92
74.274	7.26	1.66				7.26
74.276	7.59	1.77				7.59
74.278	7.76	1.87				7.76
74.28	7.65	1.95				7.65
74.282	7.74	2.03				7.74
74.284	7.51	2.04				7.51
74.286	7.43	2.05				7.43
74.288	7.28	2				7.28
74.29	6.75	1.98				6.75
74.292	6.53	1.94				6.53
74.294	6.45	1.9				6.45
74.296	6.11	1.85				6.11
74.298	5.55	1.79				5.55
74.3	5.21	1.69				5.21
74.302	4.49	1.58				4.49
74.304	4.46	1.45				4.46
74.306	4.36	1.35				4.36
74.308	4.05	1.26				4.05
74.31	3.8	1.2				3.8
74.312	3.37	1.13				3.37
74.314	3.36	1.09				3.36
74.316	2.82	1.07				2.82
74.318	2.44	1.07				2.44
74.32	1.64	1.07				1.64
74.322	1.42	1.06				1.42
74.324	1.61	1.08				1.61
74.326	1.79	1.1				1.79
74.328	1.99	1.12				1.99
74.33	2.25	1.12				2.25
74.332	1.81	1.13				1.81
74.334	2.02	1.09				2.02
74.336	2.06	1.02				2.06
74.338	1.95	0.92				1.95
74.34	1.68	0.85				1.68
74.342	1.93	0.79				1.93
74.344	2.11	0.73				2.11
74.346	1.88	0.73				1.88
74.348	1.91	0.78				1.91
74.35	2.13	0.94				2.13
74.352	1.72	1.14				1.72
74.354	1.74	1.41				1.74
74.356	2.06	1.73				2.06
74.358	2.71	2.2				2.71
74.36	3.14	2.9				3.14
74.362	4.06	3.68				4.06
74.364	5.17	4.54				5.17
74.366	6.36	5.34				6.36
74.368	7.02	6.08				7.02
74.37	9.1	6.66				9.1
74.372	10.24	7.1				10.24
74.374	11.06	7.49				11.06
74.376	12.34	7.75				12.34
74.378	13.07	7.96				13.07
74.38	13.7	8.1				13.7
74.382	14.23	8.2				14.23
74.384	14.96	8.32				14.96
74.386	15.16	8.43				15.16
74.388	15.67	8.46				15.67
74.39	16.15	8.54				16.15
74.392	16.46	8.58				16.46
74.394	16.61	8.67				16.61
74.396	16.72	8.72				16.72
74.398	16.94	8.8				16.94
74.4	17.02	8.89				17.02
74.402	16.71	8.81				16.71
74.404	15.98	8.48				15.98
74.406	14.92	7.91				14.92
74.408	13.68	7.03				13.68
74.41	12.35	6.11				12.35
74.412	11.04	5.24				11.04
74.414	9.92	4.41				9.92
74.416	8.87	3.74				8.87
74.418	8.12	3.21				8.12
74.42	7.09	2.81				7.09
74.422	5.98	2.48				5.98
74.424	5.73	2.25				5.73
74.426	5.1	2.06				5.1
74.428	4.64	1.9				4.64
74.43	4.14	1.79				4.14
74.432	3.86	1.72				3.86
74.434	3.64	1.64				3.64
74.436	3.35	1.56				3.35
74.438	3.08	1.47				3.08
74.44	3.09	1.41				3.09
74.442	2.85	1.37				2.85
74.444	2.85	1.33				2.85
74.446	2.76	1.28				2.76
74.448	2.78	1.23				2.78
74.45	2.89	1.2				2.89
74.452	2.51	1.16				2.51
74.454	2.5	1.16				2.5
74.456	2.48	1.14				2.48
74.458	2.47	1.13				2.47
74.46	2.49	1.1				2.49
74.462	2.41	1.08				2.41
74.464	2.18	1.06				2.18
74.466	2.26	1.05				2.26
74.468	2.26	1.08				2.26
74.47	2.09	1.06				2.09
74.472	1.6	1.07				1.6
74.474	1.72	1.07				1.72
74.476	1.54	1.07				1.54
74.478	1.81	1.08				1.81
74.48	1.88	1.06				1.88
74.482	2.15	1.05				2.15
74.484	1.83	1.08				1.83
74.486	1.84	1.09				1.84
74.488	1.91	1.11				1.91
74.49	2.25	1.13				2.25
74.492	1.85	1.15				1.85
74.494	1.77	1.16				1.77
74.496	1.92	1.23				1.92
74.498	2.09	1.36				2.09
74.5	1.95	1.67				1.95
74.502	1.97	2.32				1.97
74.504	1.88	3.3				1.88
74.506	1.63	4.47				1.63
74.508	1.75	5.61				1.75
74.51	1.62	6.49				1.62
74.512	1.57	7.06				1.57
74.514	1.53	7.35				1.53
74.516	1.65	7.44				1.65
74.518	1.93	7.45				1.93
74.52	1.43	7.41				1.43
74.522	1.59	7.31				1.59
74.524	1.45	7.28				1.45
74.526	1.73	7.25				1.73
74.528	1.71	7.24				1.71
74.53	2.07	7.24				2.07
74.532	1.97	7.3				1.97
74.534	2.22	7.35				2.22
74.536	2.22	7.42				2.22
74.538	2.04	7.46				2.04
74.54	2.24	7.52				2.24
74.542	2.13	7.59				2.13
74.544	1.87	7.63				1.87
74.546	1.33	7.67				1.33
74.548	1.61	7.67				1.61
74.55	1.92	7.51				1.92
74.552	2.15	7.18				2.15
74.554	1.73	6.68				1.73
74.556	1.95	5.98				1.95
74.558	1.1	5.19				1.1
74.56	1.62	4.43				1.62
74.562	1.67	3.77				1.67
74.564	1.71	3.2				1.71
74.566	1.38	2.75				1.38
74.568	1.29	2.38				1.29
74.57	1.49	2.07				1.49
74.572	0.93	1.81				0.93
74.574	0.84	1.64				0.84
74.576	0.88	1.52				0.88
74.578	1.12	1.55				1.12
74.58	1.03	1.92				1.03
74.582	1.02	2.78				1.02
74.584	1.17	4.04				1.17
74.586	1	5.41				1
74.588	1.24	6.5				1.24
74.59	1.55	7.14				1.55
74.592	1.5	7.35				1.5
74.594	1.61	7.25				1.61
74.596	1.55	6.88				1.55
74.598	1.56	6.45				1.56
74.6	1.44	6.02				1.44
74.602	1.52	5.63				1.52
74.604	1.54	5.39				1.54
74.606	1.49	5.16				1.49
74.608	1.52	4.97				1.52
74.61	1.57	4.87				1.57
74.612	1.52	4.72				1.52
74.614	1.47	4.66				1.47
74.616	1.42	4.73				1.42
74.618	1.42	4.88				1.42
74.62	1.47	5.13				1.47
74.622	1.24	5.42				1.24
74.624	1.21	5.72				1.21
74.626	1.44	5.99				1.44
74.628	1.37	6.25				1.37
74.63	1.22	6.5				1.22
74.632	1.55	6.78				1.55
74.634	1.64	7.09				1.64
74.636	1.59	7.48				1.59
74.638	1.8	7.99				1.8
74.64	2.01	8.56				2.01
74.642	2.33	9.17				2.33
74.644	2.7	9.75				2.7
74.646	3.11	10.22				3.11
74.648	3.43	10.45				3.43
74.65	4.45	10.33				4.45
74.652	5.12	9.89				5.12
74.654	5.42	9.18				5.42
74.656	6.15	8.41				6.15
74.658	6.3	7.65				6.3
74.66	6.45	7.01				6.45
74.662	6.77	6.49				6.77
74.664	6.95	6.13				6.95
74.666	7.43	5.95				7.43
74.668	7.88	5.91				7.88
74.67	8.55	6.02				8.55
74.672	9.3	6.25				9.3
74.674	9.78	6.49				9.78
74.676	10.93	6.69				10.93
74.678	11.22	6.69				11.22
74.68	11.79	6.44				11.79
74.682	12.08	6.06				12.08
74.684	12.39	5.58				12.39
74.686	13.21	5.01				13.21
74.688	13.78	4.51				13.78
74.69	14.3	4.07				14.3
74.692	14.71	3.61				14.71
74.694	14.68	3.19				14.68
74.696	14.94	2.78				14.94
74.698	14.92	2.39				14.92
74.7	14.28	2.09				14.28
74.702	13.3	1.79				13.3
74.704	12.61	1.55				12.61
74.706	11.43	1.35				11.43
74.708	10.5	1.17				10.5
74.71	9.48	1.03				9.48
74.712	8.63	0.97				8.63
74.714	8.04	0.9				8.04
74.716	7.24	0.89				7.24
74.718	6.66	0.9				6.66
74.72	6.09	0.93				6.09
74.722	5.44	0.99				5.44
74.724	5.37	1.06				5.37
74.726	4.71	1.12				4.71
74.728	4.44	1.16				4.44
74.73	4.09	1.16				4.09
74.732	3.78	1.14				3.78
74.734	2.84	1.11				2.84
74.736	2.77	1.09				2.77
74.738	2.48	1.08				2.48
74.74	2.36	1.06				2.36
74.742	2.3	1.02				2.3
74.744	2.17	1.01				2.17
74.746	2.09	1.02				2.09
74.748	1.69	1				1.69
74.75	1.53	1				1.53
74.752	1.43	1.1				1.43
74.754	1.07	1.39				1.07
74.756	1.16	1.9				1.16
74.758	1.13	2.57				1.13
74.76	0.09	3.28				0.09
74.762	0.91	3.9				0.91
74.764	1.2	4.23				1.2
74.766	0.96	4.3				0.96
74.768	0.66	4.12				0.66
74.77	0.51	3.82				0.51
74.772	0.59	3.42				0.59
74.774	0.54	3.02				0.54
74.776	0.52	2.68				0.52
74.778	0.38	2.42				0.38
74.78	0.47	2.26				0.47
74.782	0.36	2.2				0.36
74.784	0.14	2.19				0.14
74.786	0.25	2.29				0.25
74.788	0.23	2.54				0.23
74.79	0.24	3.1				0.24
74.792	-0.01	3.97				-0.01
74.794		5.17				
74.796	0.31	6.35				0.31
74.798	0.16	7.39				0.16
74.8	0.28	8.09				0.28
74.802	0.31	8.42				0.31
74.804	0.37	8.36				0.37
74.806	0.06	8.02				0.06
74.808	0.43	7.4				0.43
74.81	0.47	6.59				0.47
74.812	0.69	5.75				0.69
74.814	1.31	5.1				1.31
74.816	2.28	4.68				2.28
74.818	3.53	4.51				3.53
74.82	4.88	4.59				4.88
74.822	6.29	4.8				6.29
74.824	7.58	4.99				7.58
74.826	8.9	5.14				8.9
74.828	10.21	5.23				10.21
74.83	11.62	5.28				11.62
74.832	13.45	5.29				13.45
74.834	14.64	5.21				14.64
74.836	16.12	4.98				16.12
74.838	16.92	4.61				16.92
74.84	18.04	4.22				18.04
74.842	18.45	3.73				18.45
74.844	18.31	3.24				18.31
74.846	18.25	2.81				18.25
74.848	18.09	2.4				18.09
74.85	18.02	2.06				18.02
74.852	17.73	1.81				17.73
74.854	17.62	1.59				17.62
74.856	17.51	1.44				17.51
74.858	17.17	1.33				17.17
74.86	16.89	1.18				16.89
74.862	16.85	1.1				16.85
74.864	16.82	1.02				16.82
74.866	16.92	0.98				16.92
74.868	17.01	0.93				17.01
74.87	16.88	0.89				16.88
74.872	16.89	0.87				16.89
74.874	17.1	0.85				17.1
74.876	18.26	0.86				18.26
74.878	18.86	0.84				18.86
74.88	19.36	0.85				19.36
74.882	19.72	0.83				19.72
74.884	19.87	0.83				19.87
74.886	19.89	0.82				19.89
74.888	19.53	0.78				19.53
74.89	19.07	0.76				19.07
74.892	17.63	0.79				17.63
74.894	17	0.76				17
74.896	15.74	0.76				15.74
74.898	14.71	0.74				14.71
74.9	13.57	0.74				13.57
74.902	12.64	0.77				12.64
74.904	11.46	0.84				11.46
74.906	10.54	1.01				10.54
74.908	10.02	1.2				10.02
74.91	9.34	1.38				9.34
74.912	8.68	1.54				8.68
74.914	7.88	1.62				7.88
74.916	7.43	1.58				7.43
74.918	6.77	1.55				6.77
74.92	6.36	1.49				6.36
74.922	6.11	1.45				6.11
74.924	5.43	1.4				5.43
74.926	5.37	1.37				5.37
74.928	5.33	1.31				5.33
74.93	5.08	1.32				5.08
74.932	5.15	1.32				5.15
74.934	4.65	1.32				4.65
74.936	4.24	1.34				4.24
74.938	4.23	1.33				4.23
74.94	4.08	1.33				4.08
74.942	3.37	1.32				3.37
74.944	3.59	1.39				3.59
74.946	3.27	1.52				3.27
74.948	3.53	1.75				3.53
74.95	3.51	2.08				3.51
74.952	3.71	2.46				3.71
74.954	3.7	2.82				3.7
74.956	3.52	3.06				3.52
74.958	3.62	3.23				3.62
74.96	2.73	3.38				2.73
74.962	3.4	3.7				3.4
74.964	3.18	4.06				3.18
74.966	3.25	4.45				3.25
74.968	3.39	4.76				3.39
74.97	2.93	4.99				2.93
74.972	2.97	5.25				2.97
74.974	2.63	5.48				2.63
74.976	2.38	5.64				2.38
74.978	2.72	5.78				2.72
74.98	3.24	6				3.24
74.982	3.23	6.51				3.23
74.984	3.59	7.39				3.59
74.986						
74.988						
74.99						
74.992						
74.994						
74.996						
74.998						
75						
75.002						
75.004						
75.006						
75.008		1.81				
75.01		4.98				
75.012	5.59	4.2				5.59
75.014	9.73	3.58				9.73
75.016	9.19	3.15				9.19
75.018	9.92	2.78				9.92
75.02	9.6	2.45				9.6
75.022	9.45	2.23				9.45
75.024	9.17	1.99				9.17
75.026	8.61	1.81				8.61
75.028	8.08	1.67				8.08
75.03	8.31	1.53				8.31
75.032	7.92	0.06				7.92
75.034	7.61					7.61
75.036	7.45					7.45
75.038	7.28					7.28
75.04	7.03					7.03
75.042	6.95					6.95
75.044	6.79					6.79
75.046	6.65					6.65
75.048	6.87					6.87
75.05	6.29					6.29
75.052	5.87					5.87
75.054	5.93					5.93
75.056	6.03					6.03
75.058	6.02					6.02
75.06	5.81					5.81
75.062	5.84					5.84
75.064	5.72					5.72
75.066	5.91					5.91
75.068	5.77					5.77
75.07	5.73					5.73
75.072	5.79					5.79
75.074	5.56					5.56
75.076	5.41					5.41
75.078	5.38					5.38
75.08	5.31					5.31
75.082	5.23	1.09				5.23
75.084	5.16	1.04				5.16
75.086	5.18	1.04				5.18
75.088	4.86	1.05				4.86
75.09	4.99	1.09				4.99
75.092	4.9	1.22				4.9
75.094	4.87	1.45				4.87
75.096	4.62	1.8				4.62
75.098	4.48	2.27				4.48
75.1	4.26	2.71				4.26
75.102	3.79	3.06				3.79
75.104	4.06	3.28				4.06
75.106	3.73	3.34				3.73
75.108	3.29	3.28				3.29
75.11	3.33	3.21				3.33
75.112	3.48	3.08				3.48
75.114	3.4	2.95				3.4
75.116	2.99	2.8				2.99
75.118	3.02	2.67				3.02
75.12	3.21	2.58				3.21
75.122	3.34	2.63				3.34
75.124	3.47	2.85				3.47
75.126	3.49	3.21				3.49
75.128	2.14	3.63				2.14
75.13	1.96	4.09				1.96
75.132	1.08	4.5				1.08
75.134	1.15	4.82				1.15
75.136	3.12	5.06				3.12
75.138	2.2	5.23				2.2
75.14	3.31	5.37				3.31
75.142	4.41	5.49				4.41
75.144	5.01	5.57				5.01
75.146	6.26	5.61				6.26
75.148	7.69	5.66				7.69
75.15	8.86	5.66				8.86
75.152	10.2	5.61				10.2
75.154	11.52	5.53				11.52
75.156	12.99	5.52				12.99
75.158	13.72	5.47				13.72
75.16	15.29	5.39				15.29
75.162	15.8	5.2				15.8
75.164	15.69	4.93				15.69
75.166	15.19	4.59				15.19
75.168	14.77	4.27				14.77
75.17	14.98	3.93				14.98
75.172	14.2	3.63				14.2
75.174	13.93	3.35				13.93
75.176	13.38	3.14				13.38
75.178	13.47	2.97				13.47
75.18	13.75	2.82				13.75
75.182	13.41	2.71				13.41
75.184	13.4	2.63				13.4
75.186	13.37	2.57				13.37
75.188	12.68	2.49				12.68
75.19	12.93	2.48				12.93
75.192	13.69	2.55				13.69
75.194	14.36	2.68				14.36
75.196	14.9	2.81				14.9
75.198	15	2.98				15
75.2	15.13	3.09				15.13
75.202	14.87	3.11				14.87
75.204	13.73	3.06				13.73
75.206	11.86	2.87				11.86
75.208	11.46	2.63				11.46
75.21	12.12	2.36				12.12
75.212	11.35	2.13				11.35
75.214	10.85	1.91				10.85
75.216	9.3	1.72				9.3
75.218	8.84	1.51				8.84
75.22	8.3	1.32				8.3
75.222	8.2	1.16				8.2
75.224	7.04	1.02				7.04
75.226	7.61	0.9				7.61
75.228	6.62	0.8				6.62
75.23	5.68	0.7				5.68
75.232	4.89	0.64				4.89
75.234	4.67	0.56				4.67
75.236	5.06	0.51				5.06
75.238	5.04	0.53				5.04
75.24	4.86	0.58				4.86
75.242	5.03	0.7				5.03
75.244	4.02	0.87				4.02
75.246	3.85	1.04				3.85
75.248	4.12	1.21				4.12
75.25	4.21	1.37				4.21
75.252	4.12	1.5				4.12
75.254	4.43	1.55				4.43
75.256	5.06	1.52				5.06
75.258	5.51	1.49				5.51
75.26	5.68	1.41				5.68
75.262	5.96	1.34				5.96
75.264	5.68	1.29				5.68
75.266	5	1.25				5
75.268	5.59	1.24				5.59
75.27	5.37	1.29				5.37
75.272	5.54					5.54
75.274	5.36					5.36
75.276	5.1					5.1
75.278	5.35					5.35
75.28	5.25					5.25
75.282	4.91					4.91
75.284	5.21					5.21
75.286	4.99					4.99
75.288	4.93					4.93
75.29	4.88					4.88
75.292	4.73					4.73
75.294	4.78					4.78
75.296	4.78					4.78
75.298	4.57					4.57
75.3	4.68					4.68
75.302	4.43					4.43
75.304	3.93					3.93
75.306	4.14					4.14
75.308	3.7					3.7
75.31	3.7					3.7
75.312	3.69					3.69
75.314	3.74					3.74
75.316	3.83					3.83
75.318	3.92					3.92
75.32	4.14					4.14
75.322	4.36					4.36
75.324	4.24					4.24
75.326	4.63					4.63
75.328	4.82					4.82
75.33	5.18					5.18
75.332	5.97					5.97
75.334	6.32					6.32
75.336	7.31					7.31
75.338	8.05					8.05
75.34	9.24					9.24
75.342	10.86					10.86
75.344	12.08					12.08
75.346	13.59					13.59
75.348	15.08					15.08
75.35	16.28					16.28
75.352	17.54					17.54
75.354	17.91					17.91
75.356	19.01					19.01
75.358	18.45					18.45
75.36	18.5					18.5
75.362	18.24					18.24
75.364	18.15					18.15
75.366	17.55					17.55
75.368	17.86					17.86
75.37	17.93	0.83				17.93
75.372	18.03	5.64				18.03
75.374	18.28	5.21				18.28
75.376	18.78	4.78				18.78
75.378	19.23	4.37				19.23
75.38	19.9	3.99				19.9
75.382	21.05	3.62				21.05
75.384	22.01	3.25				22.01
75.386	21.63	2.99				21.63
75.388	21.64	2.81				21.64
75.39	22.73	2.95				22.73
75.392	22.29	3.16				22.29
75.394	21.47	3.17				21.47
75.396	20.21	3.46				20.21
75.398	18.91	3.29				18.91
75.4	17.37	2.87				17.37
75.402	15.31	2.61				15.31
75.404	14.92	2.5				14.92
75.406	13.69	2.54				13.69
75.408	13	2.6				13
75.41	12.28	2.93				12.28
75.412	11.67	2.8				11.67
75.414	11.14	2.77				11.14
75.416	10.63	2.71				10.63
75.418	10.39	2.66				10.39
75.42	9.93	2.63				9.93
75.422	9.77	2.53				9.77
75.424	9.27	2.45				9.27
75.426	8.53	2.42				8.53
75.428	8.33	2.48				8.33
75.43	7.44	2.64				7.44
75.432	7.47	2.91				7.47
75.434	6.27	3.16				6.27
75.436	5.71	3.34				5.71
75.438	6.68	3.39				6.68
75.44	6.43	3.32				6.43
75.442	5.48	3.12				5.48
75.444	4.7	2.91				4.7
75.446	5.18	2.74				5.18
75.448	5.85	2.62				5.85
75.45	6.88	2.59				6.88
75.452	7.98	2.59				7.98
75.454	9.31	2.65				9.31
75.456	10.44	2.74				10.44
75.458	11.53	2.79				11.53
75.46	12.77	2.8				12.77
75.462	13.89	2.81				13.89
75.464	14.34	2.78				14.34
75.466	14.82	2.76				14.82
75.468	15.28	2.75				15.28
75.47	15.77	2.71				15.77
75.472	16.28	2.69				16.28
75.474	16.97	2.71				16.97
75.476	17.38	2.65				17.38
75.478	17.58	2.63				17.58
75.48	17.75	2.63				17.75
75.482	18.36	2.64				18.36
75.484	19.15	2.66				19.15
75.486	19.26	2.7				19.26
75.488	19.24	2.7				19.24
75.49	19.75	2.68				19.75
75.492	19.88	2.67				19.88
75.494	20.27	2.64				20.27
75.496	21.01	2.58				21.01
75.498	21.48	2.58				21.48
75.5	23.22	2.6				23.22
75.502	24.78	2.59				24.78
75.504	25.93	2.63				25.93
75.506	26.95	2.59				26.95
75.508	27.29	2.52				27.29
75.51	27.12	2.44				27.12
75.512	26.88	2.32				26.88
75.514	26.41	2.22				26.41
75.516	25.81	2.22				25.81
75.518	25.59	2.3				25.59
75.52	25.25	2.47				25.25
75.522	24.9	2.77				24.9
75.524	24.95	3.11				24.95
75.526	25.01	2.35				25.01
75.528						
75.53						
75.532						
75.534						
75.536		0.01				
75.538	-0.05	0.01				-0.05
75.54	-0.05	0.01				-0.05
75.542	-0.05	0.01				-0.05
75.544	-0.05	0.01				-0.05
75.546	5.99	3.68				5.99
75.548	20.07	3.65				20.07
75.55	18.62	3.51				18.62
75.552	17.8	3.25				17.8
75.554	16.77	2.91				16.77
75.556	15.96	2.51				15.96
75.558	14.73	2.11				14.73
75.56	13.28	1.74				13.28
75.562	11.77	1.44				11.77
75.564	10.37	1.21				10.37
75.566	9.35	1.04				9.35
75.568	8.39	0.92				8.39
75.57	7.38	0.86				7.38
75.572	6.86	0.87				6.86
75.574	6.56	0.99				6.56
75.576	6.4	1.29				6.4
75.578	5.57	1.81				5.57
75.58	6	2.34				6
75.582	6.17	2.8				6.17
75.584	6.15	3.08				6.15
75.586	5.83	3.16				5.83
75.588	5.1	3.06				5.1
75.59	4.8	2.86				4.8
75.592	4.68	2.65				4.68
75.594	4.38	2.49				4.38
75.596	3.69	2.39				3.69
75.598	2.83	2.37				2.83
75.6	3.64	2.49				3.64
75.602	4.17	2.76				4.17
75.604	4.63	3.12				4.63
75.606	4.83	3.53				4.83
75.608	5.47	3.94				5.47
75.61	6.32	4.33				6.32
75.612	7.04	4.62				7.04
75.614	7.98	4.87				7.98
75.616	9.17	5.11				9.17
75.618	11.28	5.33				11.28
75.62	14.17	5.52				14.17
75.622	16.46	5.61				16.46
75.624	18.61	5.56				18.61
75.626	20.33	5.4				20.33
75.628	22.03	5.16				22.03
75.63	22.72	4.88				22.72
75.632	23.4	4.59				23.4
75.634	23.4	4.3				23.4
75.636	23.48	3.99				23.48
75.638	23.04	3.68				23.04
75.64	21.88	3.42				21.88
75.642	21.64	3.16				21.64
75.644	21.28	2.93				21.28
75.646	20.54	2.67				20.54
75.648	20.24	2.43				20.24
75.65	19.95	2.25				19.95
75.652	19.84	2.12				19.84
75.654	19.8	2.05				19.8
75.656	20.09	1.98				20.09
75.658	20.11	1.97				20.11
75.66	19.35	1.95				19.35
75.662	18.98	1.97				18.98
75.664	20.69	1.99				20.69
75.666	21.2	1.99				21.2
75.668	21.45	2.02				21.45
75.67	20.71	2.05				20.71
75.672	21.12	2.09				21.12
75.674	21.33	2.18				21.33
75.676	22.23	2.29				22.23
75.678	22.35	2.38				22.35
75.68	22.45	2.48				22.45
75.682	21.99	1.79				21.99
75.684	21.25	1.55				21.25
75.686	20.48	1.38				20.48
75.688	19.42	1.26				19.42
75.69	18.58	1.12				18.58
75.692	17.81	1.01				17.81
75.694	16.48	0.87				16.48
75.696	15.63	0.76				15.63
75.698	15.28	0.69				15.28
75.7	14.79	0.68				14.79
75.702	13.37	0.92				13.37
75.704	12.78	1.48				12.78
75.706	12.34	2.46				12.34
75.708	11.32	3.79				11.32
75.71	9.25	5.31				9.25
75.712	8.53	6.85				8.53
75.714	7.9	8.22				7.9
75.716	7.65	9.31				7.65
75.718	8.95	9.97				8.95
75.72	8.79	10.1				8.79
