depth	Ca	NH4	CH2O	H2O2	density	accumulation
72.04	10.16	2.32				10.16
72.042	9.8	2.02				9.8
72.044	9.17	1.81				9.17
72.046	8.7	1.7				8.7
72.048	8.09	1.7				8.09
72.05	7.76	1.75				7.76
72.052	7.65	1.8				7.65
72.054	7.23	1.85				7.23
72.056	6.83	1.85				6.83
72.058	6.36	1.85				6.36
72.06	5.99	1.75				5.99
72.062	6.1	1.65				6.1
72.064	5.89	1.5				5.89
72.066	6.04	1.34				6.04
72.068	5.36	1.23				5.36
72.07	5.18	1.13				5.18
72.072	5.08	1.11				5.08
72.074	4.75	1.13				4.75
72.076	4.76	1.23				4.76
72.078	4.43	1.4				4.43
72.08	4.36	1.67				4.36
72.082	4.64	2.27				4.64
72.084	4.39	3.58				4.39
72.086	4.32	5.72				4.32
72.088	4.03	8.28				4.03
72.09	4.01	10.4				4.01
72.092	3.83	11.56				3.83
72.094	3.67	11.65				3.67
72.096	3.54	10.79				3.54
72.098	3.71	9.46				3.71
72.1	3.52	8.1				3.52
72.102	3.5	6.92				3.5
72.104	3.64	6.12				3.64
72.106	4.21	5.57				4.21
72.108	4.4	5.34				4.4
72.11	5.15	5.28				5.15
72.112	6.71	5.43				6.71
72.114	7.89	5.83				7.89
72.116	9.16	6.4				9.16
72.118	10.17	7.11				10.17
72.12	10.78	7.83				10.78
72.122	12.16	8.44				12.16
72.124	13.8	8.94				13.8
72.126	15.13	9.46				15.13
72.128	15.55	9.96				15.55
72.13	16.96	10.44				16.96
72.132	17.57	10.89				17.57
72.134	17.69	11.28				17.69
72.136	17.84	11.62				17.84
72.138	18.11	12.01				18.11
72.14	18.09	12.46				18.09
72.142	18.3	12.97				18.3
72.144	18.59	13.52				18.59
72.146	18.65	13.99				18.65
72.148	19.19	14.11				19.19
72.15	19.76	13.78				19.76
72.152	20.5	13.19				20.5
72.154	21.16	12.32				21.16
72.156	22.3	11.18				22.3
72.158	23.12	9.89				23.12
72.16	23.48	8.4				23.48
72.162	23.77	7.02				23.77
72.164	23.92	5.77				23.92
72.166	23.45	4.68				23.45
72.168	22.55	3.83				22.55
72.17	22.07	3.17				22.07
72.172	20.99	2.64				20.99
72.174	19.75	2.27				19.75
72.176	18.58	1.99				18.58
72.178	17.53	1.79				17.53
72.18	16.45	1.64				16.45
72.182	15.14	1.56				15.14
72.184	13.99	1.47				13.99
72.186	13.06	1.39				13.06
72.188	12.2	1.33				12.2
72.19	11.31	1.3				11.31
72.192	10.74	1.24				10.74
72.194	10.32	1.19				10.32
72.196	9.87	1.2				9.87
72.198	9.73	1.16				9.73
72.2	9.41	1.15				9.41
72.202	9.08	1.14				9.08
72.204	8.77	1.11				8.77
72.206	8.6	1.1				8.6
72.208	8.5	1.07				8.5
72.21	8.54	1.07				8.54
72.212	7.92	1.04				7.92
72.214	7.95	1.03				7.95
72.216	7.71	0.99				7.71
72.218	7.68	1				7.68
72.22	7.49	1.05				7.49
72.222	7.3	1.22				7.3
72.224	6.93	1.44				6.93
72.226	6.78	1.71				6.78
72.228	6.72	1.94				6.72
72.23	6.81	2.05				6.81
72.232	6.42	2.08				6.42
72.234	6.2	2.06				6.2
72.236	5.94	2.08				5.94
72.238	5.51	2.15				5.51
72.24	5.04	2.38				5.04
72.242	5.02	2.69				5.02
72.244	4.25	3.1				4.25
72.246	3.95	3.58				3.95
72.248	3.91	4.03				3.91
72.25	3.23	4.47				3.23
72.252	3.27	4.85				3.27
72.254	3.24	5.13				3.24
72.256	2.76	5.36				2.76
72.258	3.12	5.48				3.12
72.26	2.99	5.39				2.99
72.262	3.37	5.14				3.37
72.264	3.51	4.78				3.51
72.266	3.5	4.46				3.5
72.268	4.03	4.16				4.03
72.27	4.4	3.91				4.4
72.272	4.99	3.74				4.99
72.274	5.87	3.65				5.87
72.276	6.49	3.64				6.49
72.278	7.37	3.69				7.37
72.28	8.02	3.82				8.02
72.282	8.35	3.97				8.35
72.284	8.92	4.11				8.92
72.286	9.06	4.25				9.06
72.288	9.43	4.39				9.43
72.29	9.87	4.47				9.87
72.292	9.86	4.46				9.86
72.294	9.78	4.34				9.78
72.296	9.83	4.16				9.83
72.298	9.82	3.9				9.82
72.3	9.54	3.62				9.54
72.302	9.42	3.43				9.42
72.304	9.68	3.23				9.68
72.306	9.47	3.1				9.47
72.308	9.5	2.97				9.5
72.31	9.77	2.89				9.77
72.312	9.95	2.91				9.95
72.314	10.46	2.87				10.46
72.316	11.02	2.9				11.02
72.318	11.78	2.88				11.78
72.32	12.34	2.87				12.34
72.322	12.98	2.89				12.98
72.324	13.78	2.92				13.78
72.326	14.92	2.94				14.92
72.328	15.97	3				15.97
72.33	17.17	3.02				17.17
72.332	18.78	3.05				18.78
72.334	20.06	3.09				20.06
72.336	21.09	3.06				21.09
72.338	22.22	2.97				22.22
72.34	23.18	2.88				23.18
72.342	23.39	2.74				23.39
72.344	23.02	2.55				23.02
72.346	22.35	2.36				22.35
72.348	21.16	2.15				21.16
72.35	20.2	2.02				20.2
72.352	18.54	1.96				18.54
72.354	17.11	1.99				17.11
72.356	16.13	2.09				16.13
72.358	15.07	2.19				15.07
72.36	13.71	2.25				13.71
72.362	12.87	2.26				12.87
72.364	10.01	2.25				10.01
72.366	8.57	2.16				8.57
72.368	8.86	2.09				8.86
72.37	9.63	2.04				9.63
72.372	8.33	1.95				8.33
72.374	6.94	1.9				6.94
72.376	7.43	1.83				7.43
72.378	7.28	1.7				7.28
72.38	6.25	1.58				6.25
72.382	6.25	1.53				6.25
72.384	5.99	1.54				5.99
72.386	5.78	1.66				5.78
72.388	5.33	1.91				5.33
72.39	5.08	2.24				5.08
72.392	5.05	2.86				5.05
72.394	4.66	3.71				4.66
72.396	5.07	4.82				5.07
72.398	5.05	6.11				5.05
72.4	5.31	7.54				5.31
72.402	5.36	8.85				5.36
72.404	5.41	9.98				5.41
72.406	5.27	10.76				5.27
72.408	5.41	11.22				5.41
72.41	5.73	11.17				5.73
72.412	5.53	10.58				5.53
72.414	5.8	9.67				5.8
72.416	5.81	8.61				5.81
72.418	5.67	7.49				5.67
72.42	5.53	6.55				5.53
72.422	5.03	5.9				5.03
72.424	5.06	5.61				5.06
72.426	4.16	5.65				4.16
72.428	3.6	5.95				3.6
72.43	3.23	6.34				3.23
72.432	3.13	6.68				3.13
72.434	2.87	6.85				2.87
72.436	2.63	6.91				2.63
72.438	3.2	6.8				3.2
72.44	2.94	6.55				2.94
72.442	2.98	6.24				2.98
72.444	3.04	5.92				3.04
72.446	2.99	5.6				2.99
72.448	2.64	5.28				2.64
72.45	2.41	4.93				2.41
72.452	2.23	4.7				2.23
72.454	2.5	4.6				2.5
72.456	2.18	4.8				2.18
72.458	2.13	5.4				2.13
72.46	2.23	6.46				2.23
72.462	1.85	7.86				1.85
72.464	1.85	9.22				1.85
72.466	2.21	10.35				2.21
72.468	2.17	11.05				2.17
72.47	2.38	11.3				2.38
72.472	2.57	11.33				2.57
72.474	2.69	11.18				2.69
72.476	2.86	11.02				2.86
72.478	3.08	10.91				3.08
72.48	3.16	10.84				3.16
72.482	3.52	10.83				3.52
72.484	3.64	10.92				3.64
72.486	4.01	11.02				4.01
72.488	4.24	11.09				4.24
72.49	4.19	11.14				4.19
72.492	4.52	11.08				4.52
72.494	4.81	10.86				4.81
72.496	5.22	10.41				5.22
72.498	5.66	9.92				5.66
72.5	5.84	9.44				5.84
72.502	5.99	8.95				5.99
72.504	6	8.54				6
72.506	6.13	8.18				6.13
72.508	6.55	7.83				6.55
72.51	6.64	7.55				6.64
72.512	6.81	7.35				6.81
72.514	6.67	7.17				6.67
72.516	6.76	7.04				6.76
72.518	7.03	6.94				7.03
72.52	6.87	6.92				6.87
72.522	7.18	6.92				7.18
72.524	6.78	6.96				6.78
72.526	6.7	6.94				6.7
72.528	7.18	6.97				7.18
72.53	6.79	6.89				6.79
72.532	6.86	6.83				6.86
72.534	7.2	6.69				7.2
72.536	7.39	6.56				7.39
72.538	7.37	6.36				7.37
72.54	7.6	6.16				7.6
72.542	7.13	5.89				7.13
72.544	7.17	5.51				7.17
72.546	7.24	5.17				7.24
72.548	7.22	4.85				7.22
72.55	7.11	4.56				7.11
72.552	7	4.32				7
72.554	6.85	4.13				6.85
72.556	7.31	4.03				7.31
72.558	7.55	3.96				7.55
72.56	7.87	3.91				7.87
72.562	8.35	3.81				8.35
72.564	9.42	3.7				9.42
72.566	9.76	3.57				9.76
72.568	10.44	3.4				10.44
72.57	11.3	3.24				11.3
72.572	12.13	3.04				12.13
72.574	12.8	2.79				12.8
72.576	12.87	2.49				12.87
72.578	12.47	2.17				12.47
72.58	11.65	1.88				11.65
72.582	10.94	1.62				10.94
72.584	10.33	1.39				10.33
72.586	8.9	1.19				8.9
72.588	8.15	1.03				8.15
72.59	7.36	0.91				7.36
72.592	6.72	0.83				6.72
72.594	5.9	0.76				5.9
72.596	5.65	0.71				5.65
72.598	5.1	0.69				5.1
72.6	4.74	0.69				4.74
72.602	4.45	0.72				4.45
72.604	4.26	0.79				4.26
72.606	3.96	0.91				3.96
72.608	4.13	1				4.13
72.61	3.9	1.1				3.9
72.612	3.87	1.18				3.87
72.614	3.95	1.18				3.95
72.616	4.02	1.17				4.02
72.618	3.75	1.11				3.75
72.62	3.97	1.05				3.97
72.622	3.72	0.97				3.72
72.624	3.65	0.87				3.65
72.626	3.54	0.81				3.54
72.628	3.17	0.75				3.17
72.63	3.49	0.71				3.49
72.632	3.09	0.69				3.09
72.634	2.98	0.7				2.98
72.636	2.9	0.72				2.9
72.638	2.6	0.77				2.6
72.64	2.3	0.84				2.3
72.642	2.42	0.94				2.42
72.644	1.97	0.99				1.97
72.646	2.06	1.05				2.06
72.648	1.78	1.11				1.78
72.65	2.08	1.16				2.08
72.652	1.98	1.19				1.98
72.654	1.8	1.23				1.8
72.656	1.76	1.27				1.76
72.658	1.74	1.31				1.74
72.66	1.7	1.37				1.7
72.662	1.69	1.46				1.69
72.664	1.64	1.63				1.64
72.666	1.56	1.99				1.56
72.668	1.79	2.53				1.79
72.67	1.87	3.17				1.87
72.672	1.94	3.81				1.94
72.674	1.84	4.31				1.84
72.676	1.92	4.57				1.92
72.678	1.95	4.6				1.95
72.68	1.57	4.45				1.57
72.682	1.99	4.25				1.99
72.684	2.1	3.96				2.1
72.686	2.1	3.72				2.1
72.688	2.2	3.5				2.2
72.69	2.41	3.33				2.41
72.692	2.13	3.2				2.13
72.694	2.21	3.07				2.21
72.696	1.87	2.94				1.87
72.698	1.99	2.85				1.99
72.7	1.91	2.78				1.91
72.702	1.66	2.7				1.66
72.704	1.47	2.71				1.47
72.706	1.49	2.73				1.49
72.708	1.18	2.72				1.18
72.71	1.3	2.73				1.3
72.712	1.22	2.78				1.22
72.714	1.38	2.77				1.38
72.716	1.53	2.85				1.53
72.718	1.75	3.04				1.75
72.72	1.7	3.37				1.7
72.722	1.6	3.85				1.6
72.724	1.8	4.32				1.8
72.726	1.77	4.73				1.77
72.728	1.57	5.1				1.57
72.73	1.86	5.56				1.86
72.732	1.43	6.41				1.43
72.734	0.37	7.76				0.37
72.736	0.94	9.6				0.94
72.738	0.12	11.4				0.12
72.74	0.39	12.86				0.39
72.742	0.66	13.78				0.66
72.744	1.36	14.08				1.36
72.746	1.37	13.87				1.37
72.748	1.44	13.36				1.44
72.75	2.19	12.41				2.19
72.752	2.85	11.28				2.85
72.754	3.32	10.08				3.32
72.756	4.7	8.75				4.7
72.758	5.08	7.46				5.08
72.76	7.19	6.27				7.19
72.762	8.72	5.25				8.72
72.764	9.87	4.41				9.87
72.766	10.84	4.09				10.84
72.768	11.59					11.59
72.77	11.6					11.6
72.772	12.38					12.38
72.774	13.07					13.07
72.776	13.72					13.72
72.778	13.45					13.45
72.78	12.83					12.83
72.782	12.25					12.25
72.784	11.77					11.77
72.786	10.47					10.47
72.788	9.55					9.55
72.79	8.52					8.52
72.792	7.54					7.54
72.794	6.68					6.68
72.796	6.07					6.07
72.798	5.64					5.64
72.8	5.14					5.14
72.802	4.76					4.76
72.804	4.46					4.46
72.806	4.25					4.25
72.808	4.04					4.04
72.81	3.52					3.52
72.812	3.34					3.34
72.814	3.38					3.38
72.816	3.32					3.32
72.818	3.19					3.19
72.82	2.98					2.98
72.822	2.54					2.54
72.824	2.58					2.58
72.826	2.28					2.28
72.828	2.27					2.27
72.83	2.01					2.01
72.832	1.86					1.86
72.834	1.79					1.79
72.836	1.53					1.53
72.838	1.96					1.96
72.84	1.82					1.82
72.842	1.75					1.75
72.844	1.38					1.38
72.846	1.65					1.65
72.848	1.79					1.79
72.85	1.66					1.66
72.852	2.02					2.02
72.854	1.86					1.86
72.856	1.95					1.95
72.858	1.78					1.78
72.86	1.89					1.89
72.862	2.04					2.04
72.864	2					2
72.866	2.12					2.12
72.868	2.14					2.14
72.87	1.65					1.65
72.872	1.74					1.74
72.874	1.79					1.79
72.876	1.82					1.82
72.878	1.51					1.51
72.88	1.59					1.59
72.882	1.67					1.67
72.884	1.43					1.43
72.886	1.62					1.62
72.888	1.46					1.46
72.89	1.21					1.21
72.892	1.41					1.41
72.894	1.43					1.43
72.896	1.1					1.1
72.898	1.36					1.36
72.9	1.15					1.15
72.902	1.27					1.27
72.904	1.34					1.34
72.906	1.39					1.39
72.908	0.93					0.93
72.91	1.36					1.36
72.912	1.23					1.23
72.914	1.26					1.26
72.916	1.33					1.33
72.918	1.35					1.35
72.92	1.5					1.5
72.922	1.62					1.62
72.924	1.68					1.68
72.926	1.78					1.78
72.928	2.22					2.22
72.93	2.86					2.86
72.932	3.6					3.6
72.934	4.82					4.82
72.936	5.93					5.93
72.938	7					7
72.94	7.84					7.84
72.942	8.83					8.83
72.944	9.14					9.14
72.946	10.31					10.31
72.948	11.06					11.06
72.95	11.96					11.96
72.952	12.99					12.99
72.954	13.42					13.42
72.956	14.66					14.66
72.958	14.71					14.71
72.96	15.37					15.37
72.962	16.12					16.12
72.964	15.54					15.54
72.966	15.26					15.26
72.968	13.36					13.36
72.97	14.18					14.18
72.972	12.76					12.76
72.974	12.43					12.43
72.976	11.54					11.54
72.978	10.38					10.38
72.98	9.58					9.58
72.982	8.62					8.62
72.984	7.85					7.85
72.986						
72.988						
72.99						
72.992						
72.994						
72.996						
72.998						
73						
73.002						
73.004						
73.006						
73.008		0.3				
73.01		2.67				
73.012	2.15	2.38				2.15
73.014	2.07	2.16				2.07
73.016	2.07	1.99				2.07
73.018	2.08	1.89				2.08
73.02	1.93	1.88				1.93
73.022	1.97	1.97				1.97
73.024	1.86	2.25				1.86
73.026	2.17	2.71				2.17
73.028	2.04	3.26				2.04
73.03	2.03	3.79				2.03
73.032	2.06	4.06				2.06
73.034	2.18	4.16				2.18
73.036	1.9	4.14				1.9
73.038	2.12	4.12				2.12
73.04	1.98	4.14				1.98
73.042	1.75	4.21				1.75
73.044	1.74	4.27				1.74
73.046	1.49	4.28				1.49
73.048	1.14	4.26				1.14
73.05	1.38	4.21				1.38
73.052	1.24	4.09				1.24
73.054	1.35	3.93				1.35
73.056	1.33	3.76				1.33
73.058	1.32	3.56				1.32
73.06	1.16	3.37				1.16
73.062	1.06	3.2				1.06
73.064	1.06	3.08				1.06
73.066	1.02	2.99				1.02
73.068	0.92	2.99				0.92
73.07	0.76	3.04				0.76
73.072	1.09	3.11				1.09
73.074	0.96	3.21				0.96
73.076	0.97	3.27				0.97
73.078	0.88	3.27				0.88
73.08	1.07	3.27				1.07
73.082	1.13	3.49				1.13
73.084	1.31	4.15				1.31
73.086	1.45	5.33				1.45
73.088	1.77	6.85				1.77
73.09	2.22	8.29				2.22
73.092	2.57	9.3				2.57
73.094	2.64	9.68				2.64
73.096	3.3	9.59				3.3
73.098	3.41	9.13				3.41
73.1	4.05	8.46				4.05
73.102	4.32	7.72				4.32
73.104	4.58	6.98				4.58
73.106	4.96	6.29				4.96
73.108	5.31	5.58				5.31
73.11	5.58	4.98				5.58
73.112	6.09	4.42				6.09
73.114	6.56	3.97				6.56
73.116	7.01	3.57				7.01
73.118	7.54	3.23				7.54
73.12	7.83	2.99				7.83
73.122	8.3	2.83				8.3
73.124	8.46	2.79				8.46
73.126	8.41	2.8				8.41
73.128	8.43	2.9				8.43
73.13	8.19	2.97				8.19
73.132	7.91	3.03				7.91
73.134	7.54	3.02				7.54
73.136	7.36	3.02				7.36
73.138	7.09	2.95				7.09
73.14	6.83	2.85				6.83
73.142	6.57	2.69				6.57
73.144	6.3	2.47				6.3
73.146	6.04	2.23				6.04
73.148	5.78	2.05				5.78
73.15	5.51	1.88				5.51
73.152	5.25	1.74				5.25
73.154	4.98	1.63				4.98
73.156	5.14	1.51				5.14
73.158	5.03	1.42				5.03
73.16	5.69	1.33				5.69
73.162	6.12	1.26				6.12
73.164	5.97	1.19				5.97
73.166	6.06	1.14				6.06
73.168	6.2	1.08				6.2
73.17	6.13	1.04				6.13
73.172	6.1	0.99				6.1
73.174	6.07	0.97				6.07
73.176	5.98	0.95				5.98
73.178	5.97	0.9				5.97
73.18	5.69	0.94				5.69
73.182	5.56	0.98				5.56
73.184	5.59	1.1				5.59
73.186	5.55	1.27				5.55
73.188	5.3	1.47				5.3
73.19	5.63	1.67				5.63
73.192	5.7	1.85				5.7
73.194	4.86	2.01				4.86
73.196	5.36	2.1				5.36
73.198	5.64	2.14				5.64
73.2	5.64	2.11				5.64
73.202	5.49	2				5.49
73.204	5.33	1.88				5.33
73.206	5.18	1.76				5.18
73.208	5.3	1.74				5.3
73.21	4.9	2.22				4.9
73.212	5.11	4.05				5.11
73.214	4.86	8.06				4.86
73.216	4.72	14.86				4.72
73.218	4.65	23.93				4.65
73.22	4.46	34.09				4.46
73.222	4.61	44.22				4.61
73.224	4.38	52.7				4.38
73.226	4.07	57.71				4.07
73.228	3.99	58.39				3.99
73.23	4.2	55.21				4.2
73.232	4.22	49.29				4.22
73.234	4.03	41.93				4.03
73.236	3.73	34.7				3.73
73.238	3.9	27.85				3.9
73.24	3.74	22.36				3.74
73.242	3.45	17.91				3.45
73.244	3.38	14.49				3.38
73.246	3.35	11.86				3.35
73.248	3.2	9.92				3.2
73.25	3.07	8.48				3.07
73.252	3.29	7.53				3.29
73.254	3.39	7.04				3.39
73.256	2.97	6.87				2.97
73.258	2.96	7.01				2.96
73.26	2.99	7.32				2.99
73.262	3.07	7.72				3.07
73.264	2.97	8.18				2.97
73.266	3.33	8.72				3.33
73.268	3.77	9.5				3.77
73.27	4.16	10.63				4.16
73.272	4.87	11.97				4.87
73.274	5.14	13.24				5.14
73.276	5.47	14.11				5.47
73.278	5.99	14.26				5.99
73.28	6.3	13.83				6.3
73.282	6.51	12.9				6.51
73.284	7.59	11.75				7.59
73.286	7.84	10.6				7.84
73.288	8.76	9.65				8.76
73.29	9.33	8.88				9.33
73.292	9.73	8.18				9.73
73.294	10.17	7.56				10.17
73.296	10.39	6.87				10.39
73.298	10.54	6.13				10.54
73.3	10.57	5.38				10.57
73.302	10.77	4.68				10.77
73.304	11.34	4.06				11.34
73.306	12.61	3.51				12.61
73.308	14.13	3.11				14.13
73.31	15.8	2.9				15.8
73.312	17.77	2.82				17.77
73.314	20.44	2.91				20.44
73.316	22.04	3.06				22.04
73.318	24.09	3.16				24.09
73.32	24.27	3.18				24.27
73.322	22.97	3.13				22.97
73.324	21.95	3.01				21.95
73.326	20.61	2.83				20.61
73.328	19.14	2.62				19.14
73.33	17.49	2.45				17.49
73.332	15.86	2.34				15.86
73.334	13.65	2.23				13.65
73.336	12.14	2.15				12.14
73.338	10.73	2.04				10.73
73.34	9.57	1.97				9.57
73.342	8.5	1.86				8.5
73.344	7.67	1.76				7.67
73.346	6.53	1.67				6.53
73.348	5.79	1.59				5.79
73.35	5.24	1.53				5.24
73.352	4.56	1.45				4.56
73.354	4.43	1.39				4.43
73.356	3.53	1.37				3.53
73.358	3.33	1.33				3.33
73.36	3.75	1.3				3.75
73.362	3.26	1.28				3.26
73.364	2.96	1.27				2.96
73.366	2.77	1.26				2.77
73.368	2.66	1.23				2.66
73.37	2.3	1.19				2.3
73.372	1.91	1.13				1.91
73.374	1.29	1.11				1.29
73.376	2.68	1.08				2.68
73.378	3.18	1.03				3.18
73.38	2.81	1				2.81
73.382	2.88	0.99				2.88
73.384	2.8	1.03				2.8
73.386	2.71	1.05				2.71
73.388	2.51	1.1				2.51
73.39	2.34	1.12				2.34
73.392	2.13	1.12				2.13
73.394	2.22	1.13				2.22
73.396	2.36	1.17				2.36
73.398	2.31	1.48				2.31
73.4	2.34	2.37				2.34
73.402	2.16	4.11				2.16
73.404	2.25	6.62				2.25
73.406	2.17	9.59				2.17
73.408	2.5	12.38				2.5
73.41	2.01	14.11				2.01
73.412	1.9	14.58				1.9
73.414	2.42	14.04				2.42
73.416	2.03	12.87				2.03
73.418	2.53	11.54				2.53
73.42	2.71	10.6				2.71
73.422	2.55	10.19				2.55
73.424	2.39	10.32				2.39
73.426	2.29	10.98				2.29
73.428	2.52	12.06				2.52
73.43	2.63	13.62				2.63
73.432	2.62	15.73				2.62
73.434	2.87	18.12				2.87
73.436	2.66	20.59				2.66
73.438	2.64	22.91				2.64
73.44	2.66	24.5				2.66
73.442	2.52	25.16				2.52
73.444	2.59	24.33				2.59
73.446	2.4	22.7				2.4
73.448	2.49	21.1				2.49
73.45	2.58	18.25				2.58
73.452	3.19	15.81				3.19
73.454	3.5	13.72				3.5
73.456	4.22	11.7				4.22
73.458	5.63	10.12				5.63
73.46		9.09				
73.462		8.5				
73.464		7.77				
73.466		7.12				
73.468		5.7				
73.47		4.39				
73.472		3.71				
73.474		3.51				
73.476		2.99				
73.478		2.6				
73.48		2.03				
73.482		1.9				
73.484		2.9				
73.486		3.63				
73.488		3.99				
73.49		4.11				
73.492		4.12				
73.494		4.11				
73.496		4.11				
73.498		4.18				
73.5		4.45				
73.502		4.95				
73.504		5.73				
73.506		6.61				
73.508		7.3				
73.51		7.76				
73.512		7.88				
73.514		7.72				
73.516	14.03	7.52				14.03
73.518	14.02	7.35				14.02
73.52	13.71	7.44				13.71
73.522	12.93	7.68				12.93
73.524	12.32	8.09				12.32
73.526	11.79	8.58				11.79
73.528	11.28	9.02				11.28
73.53	10.8	9.28				10.8
73.532	9.87	9.25				9.87
73.534	9.57	8.86				9.57
73.536	9.19	8.17				9.19
73.538	8.85	7.33				8.85
73.54	8.46	6.31				8.46
73.542	8.15	5.34				8.15
73.544	7.73	4.53				7.73
73.546	7.5	3.81				7.5
73.548	7.22	3.24				7.22
73.55	6.8	2.76				6.8
73.552	6.47	2.38				6.47
73.554	6.04	2.1				6.04
73.556	5.88	1.87				5.88
73.558	5.37	1.69				5.37
73.56	5.26	1.56				5.26
73.562	5.11	1.45				5.11
73.564	4.95	1.33				4.95
73.566	4.65	1.23				4.65
73.568	4.59	1.15				4.59
73.57	4.96	1.08				4.96
73.572	5.13	1.13				5.13
73.574	5.37	1.36				5.37
73.576	5.51	1.77				5.51
73.578	5.82	2.26				5.82
73.58	5.75	2.69				5.75
73.582	5.93	3				5.93
73.584	5.8	3.03				5.8
73.586	5.81	2.88				5.81
73.588	5.37	2.63				5.37
73.59	5.1	2.34				5.1
73.592	4.53	2.02				4.53
73.594	4.12	1.73				4.12
73.596	4.14	1.49				4.14
73.598	3.87	1.27				3.87
73.6	3.74	1.14				3.74
73.602	3.9	1.13				3.9
73.604	4.05	1.27				4.05
73.606	4.3	1.54				4.3
73.608	4.63	1.8				4.63
73.61	4.5	2.02				4.5
73.612	4.63	2.11				4.63
73.614	4.42	2.08				4.42
73.616	4.22	1.95				4.22
73.618	3.93	1.77				3.93
73.62	3.83	1.57				3.83
73.622	4.05	1.38				4.05
73.624	3.3	1.18				3.3
73.626	3.61	1.03				3.61
73.628	3.74	0.9				3.74
73.63	3.52	0.82				3.52
73.632	2.98	0.78				2.98
73.634	2.4	0.77				2.4
73.636	2.79	0.81				2.79
73.638	2.48	0.91				2.48
73.64	2.69	1				2.69
73.642	2.67	1.07				2.67
73.644	2.38	1.23				2.38
73.646	2.4	1.52				2.4
73.648	2.29	2.06				2.29
73.65	2.46	2.87				2.46
73.652	2.15	3.97				2.15
73.654	2.01	5.19				2.01
73.656	1.9	6.47				1.9
73.658	1.84	7.72				1.84
73.66	1.72	9.06				1.72
73.662	1.96	10.63				1.96
73.664	1.98	12.49				1.98
73.666	2.06	14.48				2.06
73.668	2.26	16.22				2.26
73.67	2.49	17.22				2.49
73.672	3.22	17.53				3.22
73.674	3.97	17.1				3.97
73.676	4.93	16.33				4.93
73.678	5.76	15.37				5.76
73.68	6.64	14.54				6.64
73.682	7.82	13.71				7.82
73.684	8.71	12.92				8.71
73.686	9.31	12.2				9.31
73.688	9.82	11.39				9.82
73.69	10.62	10.44				10.62
73.692	11.58	9.5				11.58
73.694	12.57	8.57				12.57
73.696	13.37	7.67				13.37
73.698	13.57	6.9				13.57
73.7	13.77	6.34				13.77
73.702	13.53	5.94				13.53
73.704	13.89	5.72				13.89
73.706	13.34	5.6				13.34
73.708	13.27	5.57				13.27
73.71	12.75	5.5				12.75
73.712	12.4	5.51				12.4
73.714	12.15	5.51				12.15
73.716	12.06	5.5				12.06
73.718	11.74	5.51				11.74
73.72	11.58	5.53				11.58
73.722	11.33	5.55				11.33
73.724	11.68	5.57				11.68
73.726	12.57	5.55				12.57
73.728	12.82	5.49				12.82
73.73	14.01	5.45				14.01
73.732	14.59	5.29				14.59
73.734	15.31	5.06				15.31
73.736	15.38	4.63				15.38
73.738	15.15	4.14				15.15
73.74	15.24	3.66				15.24
73.742	14.78	3.19				14.78
73.744	14.73	2.8				14.73
73.746	14.95	2.45				14.95
73.748	15.35	2.21				15.35
73.75	15.4	2.11				15.4
73.752	14.96	2.06				14.96
73.754	15	2.05				15
73.756	14.77	1.99				14.77
73.758	14.14	1.95				14.14
73.76	13.09	1.85				13.09
73.762	12.08	1.75				12.08
73.764	11.17	1.68				11.17
73.766	9.78	1.58				9.78
73.768	8.12	1.51				8.12
73.77	6.85	1.48				6.85
73.772	6.01	1.45				6.01
73.774	6.19	1.44				6.19
73.776	5.81	1.44				5.81
73.778	6.04	1.47				6.04
73.78	6	1.57				6
73.782	6.48	1.8				6.48
73.784	6.64	2.4				6.64
73.786	6.55	3.64				6.55
73.788	5.47	5.62				5.47
73.79	6.05	8.1				6.05
73.792	6.14	10.68				6.14
73.794	5.53	12.91				5.53
73.796	6.13	14.56				6.13
73.798	6.06	15.47				6.06
73.8	6.1	15.57				6.1
73.802	5.14	15				5.14
73.804	5.7	13.94				5.7
73.806	5.57	12.56				5.57
73.808	5.43	11.15				5.43
73.81	5.23	9.79				5.23
73.812	5.78	8.58				5.78
73.814	4.65	7.65				4.65
73.816	4.86	6.88				4.86
73.818	5.41	6.32				5.41
73.82	5.98	5.86				5.98
73.822	6	5.54				6
73.824	6.28	5.3				6.28
73.826	6.69	5.08				6.69
73.828	6.68	4.94				6.68
73.83	7.85	4.82				7.85
73.832	9.19	4.72				9.19
73.834	11.53	4.65				11.53
73.836	15.38	4.63				15.38
73.838	18.63	4.69				18.63
73.84	22.91	4.89				22.91
73.842	27.14	5.14				27.14
73.844	30.22	5.48				30.22
73.846	33.22	5.81				33.22
73.848	36.1	6.16				36.1
73.85	38.41	6.42				38.41
73.852	40.78	6.67				40.78
73.854	42.58	6.82				42.58
73.856	43.97	6.93				43.97
73.858	45.23	6.93				45.23
73.86	45.65	6.94				45.65
73.862	45.91	6.89				45.91
73.864	45.41	6.71				45.41
73.866	44.6	6.44				44.6
73.868	43.8	6				43.8
73.87	42.56	5.51				42.56
73.872	41.62	4.97				41.62
73.874	41.3	4.47				41.3
73.876	40.51	4.01				40.51
73.878	38.7	3.63				38.7
73.88	34.25	3.28				34.25
73.882	31.39	2.96				31.39
73.884	28.23	2.57				28.23
73.886	25.28	2.25				25.28
